ID,Predictions
51650,[ 0.          0.00511251  0.00659379]
51651,[ 0.          0.96015968  0.49928211]
51652,[ 0.          0.05960436  0.10701652]
51653,[ 0.          0.40788542  0.37010382]
51654,[ 0.          0.88543661  0.75174265]
51655,[ 0.          1.56988764  1.74151539]
51656,[ 0.          0.00511251  0.00659379]
51657,[ 0.          0.3992092   0.39834067]
51658,[ 0.          0.28419516  0.25630672]
51659,[ 0.          1.53302443  1.26244669]
51660,[ 0.          0.66344017  0.69458111]
51661,[ 0.          0.81872248  0.47465652]
51662,[ 0.          0.01403034  0.00659379]
51663,[ 0.          1.18799259  1.32859956]
51664,[ 0.          0.65912123  0.36807449]
51665,[ 0.          0.73297788  2.88299994]
51666,[ 0.          0.84231521  0.8801059 ]
51667,[ 0.          0.27599421  0.39834067]
51668,[ 0.          0.34805671  0.23288849]
51669,[ 0.          1.06908192  1.53762053]
51670,[ 0.          0.00511251  0.00659379]
51671,[ 0.          0.05960436  0.0173211 ]
51672,[ 0.          0.5534399   0.49928211]
51673,[ 0.          0.31014158  0.26621573]
51674,[ 0.          1.06288009  0.9883429 ]
51675,[ 0.          0.62893688  0.9883429 ]
51676,[ 0.          0.03401232  0.00659379]
51677,[ 0.          0.4428871   0.50741254]
51678,[ 0.          0.07184422  0.13194741]
51679,[ 0.          0.03401232  0.00659379]
51680,[ 0.          0.89971762  0.91213706]
51681,[ 0.          0.89971762  0.91213706]
51682,[ 0.          0.76090334  0.75174265]
51683,[ 0.          0.3353799   0.53608778]
51684,[ 0.          0.4428871   0.52123906]
51685,[ 0.          0.61502536  0.49928211]
51686,[ 0.          0.05960436  0.02430894]
51687,[ 0.          2.59993641  1.88810618]
51688,[ 0.          0.4428871   0.52123906]
51689,[ 0.          0.00511251  0.00659379]
51690,[ 0.          0.05225468  0.25111212]
51691,[ 0.          1.38294188  2.08422505]
51692,[ 0.          0.05225468  0.00897905]
51693,[ 0.          1.14745549  0.9189778 ]
51694,[ 0.          0.31014158  0.37010382]
51695,[ 0.          0.1505597   0.19884347]
51696,[ 0.          0.27329165  0.08224189]
51697,[ 0.          2.85318952  2.68462368]
51698,[ 0.          0.065961    0.14764685]
51699,[ 0.          0.01854194  0.0173211 ]
51700,[ 0.          0.00227841  0.00243446]
51701,[ 0.          1.23170914  0.51828073]
51702,[ 0.          0.00227841  0.00243446]
51703,[ 0.          0.00511251  0.00659379]
51704,[ 0.          0.91535969  0.54960795]
51705,[ 0.          0.28419516  0.25630672]
51706,[ 0.          0.96015968  0.75174265]
51707,[ 0.          0.00511251  0.00659379]
51708,[ 0.          0.00511251  0.00659379]
51709,[ 0.          0.41394662  0.37074532]
51710,[ 0.          4.29194467  2.88299994]
51711,[ 0.          0.88543661  0.75174265]
51712,[ 0.          0.96015968  1.20766832]
51713,[ 0.          0.6898306   0.54347104]
51714,[ 0.          0.00511251  0.00659379]
51715,[ 0.          0.84447009  0.60908305]
51716,[ 0.          0.31014158  0.37010382]
51717,[ 0.          1.29644004  1.20766832]
51718,[ 0.          0.31014158  0.26621573]
51719,[ 0.          0.37963468  0.77628001]
51720,[ 0.          0.00511251  0.00659379]
51721,[ 0.          0.84447009  0.25957647]
51722,[ 0.          0.01132417  0.        ]
51723,[ 0.          0.00511251  0.00659379]
51724,[ 0.          0.48839827  0.60908305]
51725,[ 0.          0.82111614  1.29449497]
51726,[ 0.          0.91535969  1.20766832]
51727,[ 0.          0.065961    0.14764685]
51728,[ 0.          0.44113302  0.54898302]
51729,[ 0.          0.5916125   0.90964358]
51730,[ 0.          1.56988764  1.20766832]
51731,[ 0.          0.3169214   1.33493632]
51732,[ 0.          0.02146903  0.0173211 ]
51733,[ 0.          0.01132417  0.00897905]
51734,[ 0.          0.31837225  0.54960795]
51735,[ 0.          0.48178143  0.49752981]
51736,[ 0.          0.57767278  1.40169615]
51737,[ 0.          0.00511251  0.00659379]
51738,[ 0.          1.68390898  2.1925401 ]
51739,[ 0.          0.53464259  0.25957647]
51740,[ 0.          0.45530497  0.39834067]
51741,[ 0.          1.6451626   1.26244669]
51742,[ 0.          0.31792619  0.39834067]
51743,[ 0.          0.34979162  0.68825112]
51744,[ 0.          2.53475822  1.26244669]
51745,[ 0.          0.89971762  1.36247049]
51746,[ 0.          0.34805671  0.23288849]
51747,[ 0.          1.01598438  1.01355028]
51748,[ 0.          0.77703853  1.40169615]
51749,[ 0.          0.96015968  1.20766832]
51750,[ 0.          0.27228221  0.14764685]
51751,[ 0.          0.05960436  0.10701652]
51752,[ 0.          0.46757493  0.23746382]
51753,[ 0.          0.00511251  0.00659379]
51754,[ 0.          0.48839827  0.60908305]
51755,[ 0.          0.34979162  0.54960795]
51756,[ 0.          0.69124443  0.53608778]
51757,[ 0.          0.82111614  0.91213706]
51758,[ 0.          0.31014158  0.03426411]
51759,[ 0.          1.22567454  1.4077139 ]
51760,[ 0.          0.66344017  0.14764685]
51761,[ 0.          0.27228221  0.3966909 ]
51762,[ 0.          1.09481888  0.75174265]
51763,[ 0.          0.00511251  0.00659379]
51764,[ 0.          1.06908192  0.9883429 ]
51765,[ 0.          0.065961    0.25957647]
51766,[ 0.          0.4428871   0.50741254]
51767,[ 0.          1.68390898  1.4077139 ]
51768,[ 0.          0.01669441  0.02816371]
51769,[ 0.          0.61502536  0.49928211]
51770,[ 0.          0.00511251  0.00659379]
51771,[ 0.          0.89971762  0.91213706]
51772,[ 0.          2.07748173  1.26244669]
51773,[ 0.          0.00227841  0.00897905]
51774,[ 0.          0.48839827  0.54960795]
51775,[ 0.          0.24505402  0.26989434]
51776,[ 0.          0.9291057   0.54960795]
51777,[ 0.          0.76090334  1.06759179]
51778,[ 0.          0.96015968  0.49928211]
51779,[ 0.          0.05960436  0.10701652]
51780,[ 0.          0.82111614  1.01355028]
51781,[ 0.          0.86599726  0.9883429 ]
51782,[ 0.          0.53464259  0.85020026]
51783,[ 0.          0.62893688  1.20766832]
51784,[ 0.          0.00511251  0.00659379]
51785,[ 0.          1.56988764  1.20766832]
51786,[ 0.          0.05960436  0.10701652]
51787,[ 0.          0.34979162  0.43474578]
51788,[ 0.          0.00511251  0.00659379]
51789,[ 0.          1.00367562  1.22335787]
51790,[ 0.          0.00511251  0.00659379]
51791,[ 0.          0.00511251  0.00659379]
51792,[ 0.          0.74248514  1.27101835]
51793,[ 0.          0.00511251  0.00659379]
51794,[ 0.          0.44113302  0.36807449]
51795,[ 0.          0.27228221  0.14764685]
51796,[ 0.          0.87098237  0.29485374]
51797,[ 0.          1.06908192  0.9883429 ]
51798,[ 0.          0.14568121  0.2087642 ]
51799,[ 0.          0.55632791  0.50741254]
51800,[ 0.          0.00511251  0.00659379]
51801,[ 0.          0.96015968  0.86332782]
51802,[ 0.          0.00511251  0.00659379]
51803,[ 0.          0.81091577  0.93422375]
51804,[ 0.          0.00511251  0.00659379]
51805,[ 0.          0.4428871   0.50741254]
51806,[ 0.          0.00511251  0.00659379]
51807,[ 0.          0.37963468  1.89483231]
51808,[ 0.          0.42724266  0.37074532]
51809,[ 0.          0.42724266  0.26014697]
51810,[ 0.          0.01132417  0.00897905]
51811,[ 0.          0.66695475  1.28968762]
51812,[ 0.          0.41394662  0.14594211]
51813,[ 0.          0.02146903  0.0173211 ]
51814,[ 0.          0.71467563  0.91647702]
51815,[ 0.          0.42724266  1.20766832]
51816,[ 0.          0.66695475  1.51524533]
51817,[ 0.          0.07184422  0.03284665]
51818,[ 0.          0.40788542  0.37010382]
51819,[ 0.          0.31014158  0.37010382]
51820,[ 0.          0.62893688  0.9883429 ]
51821,[ 0.          1.51767211  1.88810618]
51822,[ 0.          0.5534399   0.49752981]
51823,[ 0.          1.29644004  0.8801059 ]
51824,[ 0.          0.31837225  0.25957647]
51825,[ 0.          0.00511251  0.00659379]
51826,[ 0.          0.89971762  0.91213706]
51827,[ 0.          1.6451626   1.20766832]
51828,[ 0.          1.29644004  1.20766832]
51829,[ 0.          0.48839827  0.08260992]
51830,[ 0.          1.242157    1.16705183]
51831,[ 0.          0.40788542  0.59545007]
51832,[ 0.          1.56988764  1.20766832]
51833,[ 0.          0.00511251  0.00659379]
51834,[ 0.          0.06751688  0.08224189]
51835,[ 0.          0.24505402  0.26989434]
51836,[ 0.          0.31014158  0.37010382]
51837,[ 0.          1.68390898  0.8801059 ]
51838,[ 0.          0.51244585  0.72616921]
51839,[ 0.          1.56988764  1.42538313]
51840,[ 0.          1.78929729  1.42538313]
51841,[ 0.          0.00511251  0.00659379]
51842,[ 0.          0.82111614  1.29449497]
51843,[ 0.          0.40788542  0.37010382]
51844,[ 0.          0.5534399   0.49928211]
51845,[ 0.          0.31014158  0.37010382]
51846,[ 0.          0.05960436  0.10701652]
51847,[ 0.          0.27228221  0.25957647]
51848,[ 0.          0.62893688  0.9883429 ]
51849,[ 0.          0.48839827  0.54960795]
51850,[ 0.          0.00511251  0.00659379]
51851,[ 0.          1.06288009  0.9883429 ]
51852,[ 0.          0.4428871   0.52123906]
51853,[ 0.          0.34979162  0.86332782]
51854,[ 0.          0.40788542  0.37010382]
51855,[ 0.          0.4428871   0.26989434]
51856,[ 0.          0.51244585  0.6697209 ]
51857,[ 0.          0.00511251  0.00659379]
51858,[ 0.          1.6451626   1.88810618]
51859,[ 0.          0.89971762  0.75174265]
51860,[ 0.          0.62893688  1.20766832]
51861,[ 0.          0.66712586  1.6929264 ]
51862,[ 0.          0.51244585  0.72616921]
51863,[ 0.          1.98718659  1.31205977]
51864,[ 0.         0.2509616  0.9883429]
51865,[ 0.          0.22828497  0.30143543]
51866,[ 0.          0.89971762  0.75174265]
51867,[ 0.          1.56988764  1.20766832]
51868,[ 0.          0.00511251  0.00659379]
51869,[ 0.          0.1709478   0.25630672]
51870,[ 0.          0.40663292  0.39834067]
51871,[ 0.          0.00511251  0.00659379]
51872,[ 0.          0.03401232  0.00659379]
51873,[ 0.          0.31014158  0.37010382]
51874,[ 0.          0.4428871   0.52123906]
51875,[ 0.          0.22828497  0.0173211 ]
51876,[ 0.          1.56988764  1.20766832]
51877,[ 0.          0.31792619  0.23671154]
51878,[ 0.          0.89971762  0.75174265]
51879,[ 0.          0.80637892  0.44902089]
51880,[ 0.          0.00511251  0.00659379]
51881,[ 0.          0.61502536  0.49928211]
51882,[ 0.          0.31014158  0.37010382]
51883,[ 0.          0.48178143  0.75174265]
51884,[ 0.          0.96015968  0.75174265]
51885,[ 0.          0.96015968  0.75174265]
51886,[ 0.          0.82111614  0.3759172 ]
51887,[ 0.          1.68390898  1.4077139 ]
51888,[ 0.          0.00227841  0.00243446]
51889,[ 0.          0.31837225  0.23746382]
51890,[ 0.          0.33573326  0.4646683 ]
51891,[ 0.          0.27228221  0.3966909 ]
51892,[ 0.          3.13735231  2.12341362]
51893,[ 0.          0.87684299  0.57284296]
51894,[ 0.          2.21888188  0.8801059 ]
51895,[ 0.          0.57241387  0.90964358]
51896,[ 0.          0.00511251  0.00659379]
51897,[ 0.          0.45258623  0.79074101]
51898,[ 0.          0.5534399   0.85020026]
51899,[ 0.          0.44113302  0.59545007]
51900,[ 0.          0.89971762  0.91213706]
51901,[ 0.          0.59435632  0.54960795]
51902,[ 0.          1.09481888  1.06759179]
51903,[ 0.          0.00511251  0.00659379]
51904,[ 0.          0.34979162  0.15442797]
51905,[ 0.          0.35954942  0.36197876]
51906,[ 0.          0.89971762  0.91213706]
51907,[ 0.          0.00511251  0.00659379]
51908,[ 0.          0.49590801  0.36807449]
51909,[ 0.          0.89971762  0.91213706]
51910,[ 0.          1.56988764  1.74151539]
51911,[ 0.          0.88543661  1.40169615]
51912,[ 0.          0.57767278  0.94357341]
51913,[ 0.          1.00367562  2.56816813]
51914,[ 0.          0.4428871   0.52123906]
51915,[ 0.          0.51244585  0.8686082 ]
51916,[ 0.          1.06288009  1.95324433]
51917,[ 0.          1.59940102  2.68462368]
51918,[ 0.          1.29644004  1.74151539]
51919,[ 0.          0.37530527  0.51828073]
51920,[ 0.          0.42724266  0.26014697]
51921,[ 0.          0.14568121  0.36807449]
51922,[ 0.          0.88543661  0.6697209 ]
51923,[ 0.          0.21719663  0.6697209 ]
51924,[ 0.          2.21888188  2.1925401 ]
51925,[ 0.          0.59435632  0.54960795]
51926,[ 0.          0.00511251  0.00659379]
51927,[ 0.          1.06288009  0.9883429 ]
51928,[ 0.          0.33207525  0.08224189]
51929,[ 0.          1.68390898  1.56630741]
51930,[ 0.          0.4428871   0.52123906]
51931,[ 0.          1.56988764  1.20766832]
51932,[ 0.          1.68390898  1.74151539]
51933,[ 0.          1.18799259  0.91821005]
51934,[ 0.          0.4428871   0.23746382]
51935,[ 0.          0.82111614  1.29449497]
51936,[ 0.          0.76090334  0.75174265]
51937,[ 0.          0.72791376  0.6697209 ]
51938,[ 0.          0.37863406  0.41801714]
51939,[ 0.          0.5534399   0.25957647]
51940,[ 0.          1.6451626   2.09000994]
51941,[ 0.          0.76090334  1.06759179]
51942,[ 0.          0.57767278  0.8686082 ]
51943,[ 0.          0.89971762  0.75174265]
51944,[ 0.          0.77703853  0.49752981]
51945,[ 0.          0.96015968  1.40169615]
51946,[ 0.          0.76090334  0.94357341]
51947,[ 0.          2.85318952  2.79705309]
51948,[ 0.          0.36240396  0.39834067]
51949,[ 0.          0.4428871   0.26989434]
51950,[ 0.          1.18799259  2.09000994]
51951,[ 0.          0.82111614  0.93422375]
51952,[ 0.          0.44113302  0.36807449]
51953,[ 0.          0.32101684  0.39834067]
51954,[ 0.          0.76090334  0.75174265]
51955,[ 0.          0.76090334  1.06759179]
51956,[ 0.          1.242157    1.89483231]
51957,[ 0.          0.00511251  0.00659379]
51958,[ 0.          0.40788542  0.37010382]
51959,[ 0.          0.35954942  0.13147238]
51960,[ 0.          0.66792166  1.42538313]
51961,[ 0.          0.48839827  0.60908305]
51962,[ 0.          0.96015968  0.54898302]
51963,[ 0.          0.61502536  0.25957647]
51964,[ 0.          0.42772118  0.80149281]
51965,[ 0.          0.55632791  0.47465652]
51966,[ 0.          0.77743692  0.49752981]
51967,[ 0.          0.27228221  0.25957647]
51968,[ 0.          0.21529625  0.3252054 ]
51969,[ 0.          0.49555394  1.40169615]
51970,[ 0.          0.24505402  0.26989434]
51971,[ 0.          1.104337    0.88979768]
51972,[ 0.          0.62893688  0.9883429 ]
51973,[ 0.          0.05960436  0.3966909 ]
51974,[ 0.          0.4428871   0.52123906]
51975,[ 0.          0.01898936  0.01153386]
51976,[ 0.          1.56988764  1.20766832]
51977,[ 0.          0.53464259  0.85020026]
51978,[ 0.          0.89971762  0.91213706]
51979,[ 0.          1.06908192  1.20766832]
51980,[ 0.          1.30424781  1.98556941]
51981,[ 0.          0.34979162  0.43474578]
51982,[ 0.          0.27228221  0.10701652]
51983,[ 0.          1.6451626   0.82251397]
51984,[ 0.          0.27228221  0.14764685]
51985,[ 0.          0.31014158  0.37010382]
51986,[ 0.          0.66344017  0.26989434]
51987,[ 0.          0.55016907  0.28296218]
51988,[ 0.          0.42724266  0.37074532]
51989,[ 0.          0.21719663  0.06130485]
51990,[ 0.          0.57241387  0.78715958]
51991,[ 0.          0.00511251  0.00659379]
51992,[ 0.          0.72988066  0.54898302]
51993,[ 0.          0.44113302  0.36807449]
51994,[ 0.          0.48839827  0.10701652]
51995,[ 0.          0.76090334  0.75174265]
51996,[ 0.          0.07184422  0.03284665]
51997,[ 0.          0.30735119  0.36807449]
51998,[ 0.          1.23170914  1.22335787]
51999,[ 0.          1.78929729  1.16705183]
52000,[ 0.          0.00511251  0.00659379]
52001,[ 0.          0.89971762  0.91213706]
52002,[ 0.          1.56988764  1.74151539]
52003,[ 0.          0.7968563   0.51828073]
52004,[ 0.          1.06288009  1.74151539]
52005,[ 0.          0.34979162  0.72616921]
52006,[ 0.          0.59435632  0.85020026]
52007,[ 0.          1.18799259  1.6929264 ]
52008,[ 0.          1.01598438  2.3964967 ]
52009,[ 0.          0.55632791  0.50741254]
52010,[ 0.          1.485427    1.30193133]
52011,[ 0.          0.00511251  0.00659379]
52012,[ 0.          0.34979162  0.49928211]
52013,[ 0.          0.35954942  0.25957647]
52014,[ 0.          0.95027228  0.91647702]
52015,[ 0.          0.05960436  0.10701652]
52016,[ 0.          1.06908192  1.29928341]
52017,[ 0.          0.05960436  0.14764685]
52018,[ 0.          1.29644004  1.20766832]
52019,[ 0.          0.77703853  0.49752981]
52020,[ 0.          1.06288009  0.9883429 ]
52021,[ 0.          0.77703853  0.49752981]
52022,[ 0.          0.27228221  0.14764685]
52023,[ 0.          0.27329165  0.0173211 ]
52024,[ 0.          0.72791376  0.6697209 ]
52025,[ 0.          0.12395345  0.37010382]
52026,[ 0.          0.31792619  0.39834067]
52027,[ 0.          0.57241387  1.19492207]
52028,[ 0.          0.88543661  0.49752981]
52029,[ 0.          0.00511251  0.00659379]
52030,[ 0.          0.55016907  0.62938266]
52031,[ 0.          0.00511251  0.00659379]
52032,[ 0.          0.34979162  0.86332782]
52033,[ 0.          0.53464259  0.49928211]
52034,[ 0.          0.89971762  0.91213706]
52035,[ 0.          0.00511251  0.00659379]
52036,[ 0.          0.00511251  0.00659379]
52037,[ 0.          0.76090334  0.75174265]
52038,[ 0.          1.14745549  0.9883429 ]
52039,[ 0.          2.65936103  2.1924169 ]
52040,[ 0.          0.88543661  1.06759179]
52041,[ 0.          0.48178143  0.49752981]
52042,[ 0.          0.4428871   0.52123906]
52043,[ 0.          0.57241387  1.19492207]
52044,[ 0.          1.09481888  1.20766832]
52045,[ 0.          1.29644004  1.20766832]
52046,[ 0.          0.00511251  0.00243446]
52047,[ 0.          3.13735231  3.23721619]
52048,[ 0.          0.00511251  0.00659379]
52049,[ 0.          0.065961    0.14764685]
52050,[ 0.          0.00511251  0.00659379]
52051,[ 0.          0.27228221  0.3966909 ]
52052,[ 0.          0.10539858  0.02816371]
52053,[ 0.          0.57241387  0.54960795]
52054,[ 0.          1.29644004  1.20766832]
52055,[ 0.          0.37863406  0.25630672]
52056,[ 0.          0.76090334  0.75174265]
52057,[ 0.          0.55016907  0.8801059 ]
52058,[ 0.          0.5534399   0.86332782]
52059,[ 0.          0.00511251  0.00659379]
52060,[ 0.          1.68390898  0.78544479]
52061,[ 0.          0.34964372  0.13194741]
52062,[ 0.          0.91535969  1.28549204]
52063,[ 0.          0.48839827  0.08260992]
52064,[ 0.          0.81872248  0.26989434]
52065,[ 0.          0.48178143  0.49752981]
52066,[ 0.          0.89971762  0.91213706]
52067,[ 0.          0.00511251  0.00659379]
52068,[ 0.          1.29644004  1.20766832]
52069,[ 0.          2.18805187  2.1924169 ]
52070,[ 0.          0.01854194  0.08224189]
52071,[ 0.          1.06288009  0.9883429 ]
52072,[ 0.          0.02146903  0.0173211 ]
52073,[ 0.          0.00511251  0.00659379]
52074,[ 0.          0.00227841  0.00659379]
52075,[ 0.          0.28419516  0.25630672]
52076,[ 0.          0.36240396  0.39834067]
52077,[ 0.          0.76090334  0.75174265]
52078,[ 0.          0.55632791  0.47465652]
52079,[ 0.          0.1709478   0.36807449]
52080,[ 0.          0.57767278  0.94357341]
52081,[ 0.          0.03401232  0.00659379]
52082,[ 0.          1.09022511  0.06923049]
52083,[ 0.          0.3422781   0.00587743]
52084,[ 0.          0.03401232  0.00659379]
52085,[ 0.          0.74248514  0.49752981]
52086,[ 0.          0.00511251  0.00659379]
52087,[ 0.          0.59435632  0.54960795]
52088,[ 0.          0.33315443  0.25630672]
52089,[ 0.          1.6451626   1.26244669]
52090,[ 0.          0.00511251  0.00659379]
52091,[ 0.          0.32446642  0.36079817]
52092,[ 0.          0.00227841  0.00243446]
52093,[ 0.          0.89971762  0.91213706]
52094,[ 0.          1.22794452  0.9189778 ]
52095,[ 0.          0.53464259  1.20766832]
52096,[ 0.          0.22188802  0.40721954]
52097,[ 0.          0.28419516  0.25630672]
52098,[ 0.          0.631857    0.39834067]
52099,[ 0.          0.07184422  0.41801714]
52100,[ 0.          0.5534399   0.58310468]
52101,[ 0.          1.56027007  1.4047483 ]
52102,[ 0.          0.37530527  0.51828073]
52103,[ 0.          1.22794452  0.3499534 ]
52104,[ 0.          0.68088955  0.49752981]
52105,[ 0.         2.7105904  1.0384397]
52106,[ 0.          0.31792619  0.06130485]
52107,[ 0.          0.72791376  0.6697209 ]
52108,[ 0.          0.00511251  0.00659379]
52109,[ 0.          0.01669441  0.02816371]
52110,[ 0.          0.74248514  0.72616921]
52111,[ 0.          1.14745549  2.09000994]
52112,[ 0.          1.06288009  1.4077139 ]
52113,[ 0.          0.57241387  1.83199601]
52114,[ 0.          0.01898936  0.01153386]
52115,[ 0.          0.00511251  0.00659379]
52116,[ 0.          0.065961    0.02430894]
52117,[ 0.          1.56988764  1.74151539]
52118,[ 0.          0.00511251  0.00659379]
52119,[ 0.          0.00511251  0.00659379]
52120,[ 0.          0.01854194  0.08224189]
52121,[ 0.          0.00511251  0.00659379]
52122,[ 0.          0.66344017  0.69458111]
52123,[ 0.          0.24505402  0.26989434]
52124,[ 0.          0.05225468  0.28805532]
52125,[ 0.          0.88543661  0.75174265]
52126,[ 0.          0.32101684  0.6697209 ]
52127,[ 0.          0.49555394  0.54960795]
52128,[ 0.          0.01132417  0.00897905]
52129,[ 0.          1.06288009  0.9883429 ]
52130,[ 0.          0.1709478   0.36807449]
52131,[ 0.          0.08749942  0.08224189]
52132,[ 0.          0.3422781   0.23288849]
52133,[ 0.          0.10539858  0.02816371]
52134,[ 0.          1.56988764  0.61863275]
52135,[ 0.          0.00227841  0.00243446]
52136,[ 0.          0.71220566  0.29485374]
52137,[ 0.          1.20858193  1.19492207]
52138,[ 0.          1.00387094  1.68405977]
52139,[ 0.          0.00511251  0.00659379]
52140,[ 0.          0.51244585  0.72616921]
52141,[ 0.          0.00511251  0.00659379]
52142,[ 0.          0.31014158  0.37010382]
52143,[ 0.          0.88543661  0.75174265]
52144,[ 0.          0.62893688  0.9883429 ]
52145,[ 0.          0.32101684  0.39834067]
52146,[ 0.          0.45276305  1.64943123]
52147,[ 0.          1.56988764  1.20766832]
52148,[ 0.          0.60641729  0.53608778]
52149,[ 0.          0.40788542  0.37010382]
52150,[ 0.          0.65323074  0.72616921]
52151,[ 0.          0.89971762  0.91213706]
52152,[ 0.          0.00511251  0.00659379]
52153,[ 0.          0.84447009  0.3966909 ]
52154,[ 0.          0.00227841  0.00243446]
52155,[ 0.          0.77743692  0.89357338]
52156,[ 0.          0.05960436  0.25957647]
52157,[ 0.          0.4428871   0.50741254]
52158,[ 0.          3.09510543  2.593897  ]
52159,[ 0.          3.46046093  1.88810618]
52160,[ 0.          0.03401232  2.411426  ]
52161,[ 0.          1.06908192  0.9883429 ]
52162,[ 0.          0.00511251  0.00659379]
52163,[ 0.          0.4428871   0.50741254]
52164,[ 0.          0.96015968  0.49928211]
52165,[ 0.          0.61502536  0.25957647]
52166,[ 0.          1.56988764  1.20766832]
52167,[ 0.          0.89971762  0.6697209 ]
52168,[ 0.          0.59435632  0.75174265]
52169,[ 0.          0.66695475  0.57198154]
52170,[ 0.          0.89971762  0.91821005]
52171,[ 0.          0.28419516  0.25630672]
52172,[ 0.          1.68390898  1.4077139 ]
52173,[ 0.          0.33315443  0.5849625 ]
52174,[ 0.          0.88543661  0.75174265]
52175,[ 0.          0.3387321   0.24017717]
52176,[ 0.          0.48839827  0.54960795]
52177,[ 0.          0.00511251  0.00659379]
52178,[ 0.          1.51767211  2.20094843]
52179,[ 0.          1.22567454  1.20766832]
52180,[ 0.          0.89971762  0.91821005]
52181,[ 0.          0.74248514  0.72616921]
52182,[ 0.          0.76090334  0.75174265]
52183,[ 0.          0.77703853  0.49752981]
52184,[ 0.          1.53355295  0.86332782]
52185,[ 0.          0.31014158  0.37010382]
52186,[ 0.          0.27599421  0.44902089]
52187,[ 0.         2.5081024  2.7663735]
52188,[ 0.          0.00227841  0.03284665]
52189,[ 0.          0.00511251  0.00659379]
52190,[ 0.          0.15559844  0.42264255]
52191,[ 0.          0.00511251  0.00659379]
52192,[ 0.          0.00511251  0.00659379]
52193,[ 0.          0.00511251  0.00659379]
52194,[ 0.          0.74248514  0.72616921]
52195,[ 0.          0.00511251  0.00659379]
52196,[ 0.          0.05960436  0.0173211 ]
52197,[ 0.          0.48178143  0.49752981]
52198,[ 0.          0.66792166  0.8801059 ]
52199,[ 0.          0.31014158  0.36807449]
52200,[ 0.          0.51244585  0.72616921]
52201,[ 0.          0.77703853  0.6697209 ]
52202,[ 0.          0.62893688  0.9883429 ]
52203,[ 0.          0.31837225  0.60908305]
52204,[ 0.          0.27228221  0.26989434]
52205,[ 0.          0.00227841  0.00243446]
52206,[ 0.          0.89971762  0.6697209 ]
52207,[ 0.  0.  0.]
52208,[ 0.          0.00511251  0.00659379]
52209,[ 0.          0.44113302  0.36807449]
52210,[ 0.          1.22567454  1.20766832]
52211,[ 0.          0.00511251  0.00659379]
52212,[ 0.          1.23170914  1.98556941]
52213,[ 0.          0.44113302  1.305526  ]
52214,[ 0.          0.05960436  0.10701652]
52215,[ 0.          0.76090334  0.75174265]
52216,[ 0.          2.58705583  0.69458111]
52217,[ 0.          0.86599726  0.95139791]
52218,[ 0.          0.00511251  0.00659379]
52219,[ 0.          0.05960436  0.10701652]
52220,[ 0.          0.55632791  0.80149281]
52221,[ 0.          0.53464259  0.58310468]
52222,[ 0.          1.56988764  1.74151539]
52223,[ 0.          0.05960436  0.23746382]
52224,[ 0.          0.00511251  0.00659379]
52225,[ 0.          0.00227841  0.00243446]
52226,[ 0.          0.05960436  0.3966909 ]
52227,[ 0.          0.34964372  0.2087642 ]
52228,[ 0.          0.48178143  0.49752981]
52229,[ 0.          0.48178143  0.49752981]
52230,[ 0.          0.66344017  0.69458111]
52231,[ 0.          2.85318952  0.94040298]
52232,[ 0.          0.00511251  0.00659379]
52233,[ 0.          0.37332835  0.06804957]
52234,[ 0.          0.08749942  0.0173211 ]
52235,[ 0.          0.3353799   0.24017717]
52236,[ 0.          1.29644004  1.68405977]
52237,[ 0.          0.76341053  0.60908305]
52238,[ 0.          0.81091577  0.3759172 ]
52239,[ 0.          0.00511251  0.00659379]
52240,[ 0.          0.55632791  0.47465652]
52241,[ 0.          0.36240396  0.39834067]
52242,[ 0.          0.76341053  0.54960795]
52243,[ 0.          0.07184422  0.13194741]
52244,[ 0.          1.14745549  0.93422375]
52245,[ 0.          0.01854194  0.        ]
52246,[ 0.          0.5534399   0.49928211]
52247,[ 0.          0.3353799   0.24017717]
52248,[ 0.          0.00227841  0.00243446]
52249,[ 0.          0.00511251  0.00659379]
52250,[ 0.          0.84616643  0.53608778]
52251,[ 0.          0.96015968  0.54960795]
52252,[ 0.          0.4428871   0.23746382]
52253,[ 0.          2.21294235  0.70460995]
52254,[ 0.          1.72426654  1.31205977]
52255,[ 0.          0.27228221  0.3966909 ]
52256,[ 0.          2.68997564  2.1924169 ]
52257,[ 0.          0.45530497  0.54898302]
52258,[ 0.          0.48178143  0.75174265]
52259,[ 0.          0.84231521  1.89957975]
52260,[ 0.          0.31014158  0.37010382]
52261,[ 0.          1.09481888  1.06759179]
52262,[ 0.          0.48839827  0.10701652]
52263,[ 0.          1.55504421  0.91821005]
52264,[ 0.          0.44113302  0.36807449]
52265,[ 0.          1.06288009  0.9883429 ]
52266,[ 0.          0.14568121  0.2087642 ]
52267,[ 0.          0.88543661  0.75174265]
52268,[ 0.          1.23170914  0.58958356]
52269,[ 0.          0.57767278  1.27101835]
52270,[ 0.          0.21719663  0.17280802]
52271,[ 0.          2.50897418  3.72512229]
52272,[ 0.          1.07827356  1.0384397 ]
52273,[ 0.          0.24505402  0.50741254]
52274,[ 0.          0.34979162  0.43474578]
52275,[ 0.          0.61502536  0.54960795]
52276,[ 0.          1.14745549  1.46893146]
52277,[ 0.          1.22567454  1.456721  ]
52278,[ 0.          0.00511251  0.00659379]
